split,track_id,profile,duration_sec,n_total_events_track,event_density_per_sec,class_name,threshold,threshold_mode,TP,FP,FN,precision,recall,f1,mean_abs_time_error_ms,median_abs_time_error_ms,p90_abs_time_error_ms
TEST,test_standard_rock_000984_138bpm,standard_rock,3.28,10,3.048780487804878,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000985_107bpm,standard_rock,4.17,10,2.3980815347721824,KD,0.04,global,3,1,0,0.75,1.0,0.8571428571428571,17.583333333333357,6.500000000000172,38.299999999999955
TEST,test_standard_rock_000985_107bpm,standard_rock,4.17,10,2.3980815347721824,SD,0.04,global,2,2,2,0.5,0.5,0.5,4.2500000000000036,4.2500000000000036,7.250000000000006
TEST,test_standard_rock_000985_107bpm,standard_rock,4.17,10,2.3980815347721824,T12,0.04,global,1,0,0,1.0,1.0,1.0,46.16700000000007,46.16700000000007,46.16700000000007
TEST,test_standard_rock_000985_107bpm,standard_rock,4.17,10,2.3980815347721824,T14,0.04,global,1,0,0,1.0,1.0,1.0,7.1670000000001455,7.1670000000001455,7.1670000000001455
TEST,test_standard_rock_000985_107bpm,standard_rock,4.17,10,2.3980815347721824,T16,0.04,global,1,0,0,1.0,1.0,1.0,5.750000000000144,5.750000000000144,5.750000000000144
TEST,test_standard_rock_000989_114bpm,standard_rock,3.69,11,2.981029810298103,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,11.194333333333342,9.499999999999954,21.166400000000053
TEST,test_standard_rock_000989_114bpm,standard_rock,3.69,11,2.981029810298103,SD,0.04,global,2,2,2,0.5,0.5,0.5,26.00000000000002,26.00000000000002,35.999999999999986
TEST,test_standard_rock_000989_114bpm,standard_rock,3.69,11,2.981029810298103,T12,0.04,global,1,0,0,1.0,1.0,1.0,10.666999999999982,10.666999999999982,10.666999999999982
TEST,test_standard_rock_000989_114bpm,standard_rock,3.69,11,2.981029810298103,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000989_114bpm,standard_rock,3.69,11,2.981029810298103,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000991_120bpm,standard_rock,3.97,11,2.7707808564231735,KD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,1.0,1.0,1.0
TEST,test_standard_rock_000991_120bpm,standard_rock,3.97,11,2.7707808564231735,SD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,18.388999999999925,1.25,42.64999999999995
TEST,test_standard_rock_000991_120bpm,standard_rock,3.97,11,2.7707808564231735,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000991_120bpm,standard_rock,3.97,11,2.7707808564231735,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000991_120bpm,standard_rock,3.97,11,2.7707808564231735,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000992_138bpm,standard_rock,3.61,10,2.770083102493075,KD,0.04,global,2,2,1,0.5,0.6666666666666666,0.5714285714285715,25.29200000000001,25.29200000000001,44.792000000000016
TEST,test_standard_rock_000992_138bpm,standard_rock,3.61,10,2.770083102493075,SD,0.04,global,1,0,2,1.0,0.3333333333333333,0.5,6.833000000000034,6.833000000000034,6.833000000000034
TEST,test_standard_rock_000992_138bpm,standard_rock,3.61,10,2.770083102493075,T12,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,48.417000000000044,48.417000000000044,48.417000000000044
TEST,test_standard_rock_000992_138bpm,standard_rock,3.61,10,2.770083102493075,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000992_138bpm,standard_rock,3.61,10,2.770083102493075,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000993_134bpm,standard_rock,3.43,12,3.498542274052478,KD,0.04,global,2,2,2,0.5,0.5,0.5,27.708499999999912,27.708499999999912,30.27529999999987
TEST,test_standard_rock_000993_134bpm,standard_rock,3.43,12,3.498542274052478,SD,0.04,global,0,1,4,0.0,0.0,0.0,,,
TEST,test_standard_rock_000993_134bpm,standard_rock,3.43,12,3.498542274052478,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,31.416999999999806,31.416999999999806,31.416999999999806
TEST,test_standard_rock_000993_134bpm,standard_rock,3.43,12,3.498542274052478,T14,0.04,global,0,3,2,0.0,0.0,0.0,,,
TEST,test_standard_rock_000993_134bpm,standard_rock,3.43,12,3.498542274052478,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,50.08299999999988,50.08299999999988,50.08299999999988
TEST,test_standard_rock_000996_111bpm,standard_rock,4.13,12,2.9055690072639226,KD,0.04,global,4,3,0,0.5714285714285714,1.0,0.7272727272727273,20.021000000000054,19.41700000000013,35.033200000000036
TEST,test_standard_rock_000996_111bpm,standard_rock,4.13,12,2.9055690072639226,SD,0.04,global,3,1,1,0.75,0.75,0.75,25.722333333333285,17.16699999999993,46.76699999999996
TEST,test_standard_rock_000996_111bpm,standard_rock,4.13,12,2.9055690072639226,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,16.16699999999982,16.16699999999982,16.16699999999982
TEST,test_standard_rock_000996_111bpm,standard_rock,4.13,12,2.9055690072639226,T14,0.04,global,1,0,0,1.0,1.0,1.0,25.91700000000019,25.91700000000019,25.91700000000019
TEST,test_standard_rock_000996_111bpm,standard_rock,4.13,12,2.9055690072639226,T16,0.04,global,1,1,1,0.5,0.5,0.5,3.8330000000001974,3.8330000000001974,3.8330000000001974
TEST,test_standard_rock_000997_112bpm,standard_rock,3.98,10,2.512562814070352,KD,0.04,global,1,3,3,0.25,0.25,0.25,2.583000000000002,2.583000000000002,2.583000000000002
TEST,test_standard_rock_000997_112bpm,standard_rock,3.98,10,2.512562814070352,SD,0.04,global,1,1,2,0.5,0.3333333333333333,0.4,1.167,1.167,1.167
TEST,test_standard_rock_000997_112bpm,standard_rock,3.98,10,2.512562814070352,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_000997_112bpm,standard_rock,3.98,10,2.512562814070352,T14,0.04,global,1,0,0,1.0,1.0,1.0,41.25000000000001,41.25000000000001,41.25000000000001
TEST,test_standard_rock_000997_112bpm,standard_rock,3.98,10,2.512562814070352,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001001_142bpm,standard_rock,3.67,10,2.7247956403269757,KD,0.04,global,4,3,0,0.5714285714285714,1.0,0.7272727272727273,13.916499999999942,8.916499999999939,30.332999999999892
TEST,test_standard_rock_001001_142bpm,standard_rock,3.67,10,2.7247956403269757,SD,0.04,global,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.332999999999977,5.332999999999977,5.332999999999977
TEST,test_standard_rock_001001_142bpm,standard_rock,3.67,10,2.7247956403269757,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001001_142bpm,standard_rock,3.67,10,2.7247956403269757,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001001_142bpm,standard_rock,3.67,10,2.7247956403269757,T16,0.04,global,1,0,0,1.0,1.0,1.0,2.75000000000003,2.75000000000003,2.75000000000003
TEST,test_standard_rock_001002_129bpm,standard_rock,3.37,11,3.264094955489614,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,9.208500000000065,9.208500000000065,16.575300000000116
TEST,test_standard_rock_001002_129bpm,standard_rock,3.37,11,3.264094955489614,SD,0.04,global,1,0,3,1.0,0.25,0.4,4.082999999999948,4.082999999999948,4.082999999999948
TEST,test_standard_rock_001002_129bpm,standard_rock,3.37,11,3.264094955489614,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.3329999999999194,3.3329999999999194,3.3329999999999194
TEST,test_standard_rock_001002_129bpm,standard_rock,3.37,11,3.264094955489614,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001002_129bpm,standard_rock,3.37,11,3.264094955489614,T16,0.04,global,1,0,0,1.0,1.0,1.0,18.2500000000001,18.2500000000001,18.2500000000001
TEST,test_standard_rock_001006_117bpm,standard_rock,3.96,12,3.0303030303030303,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,6.527666666666691,3.0000000000000027,13.000000000000057
TEST,test_standard_rock_001006_117bpm,standard_rock,3.96,12,3.0303030303030303,SD,0.04,global,1,3,3,0.25,0.25,0.25,13.00000000000001,13.00000000000001,13.00000000000001
TEST,test_standard_rock_001006_117bpm,standard_rock,3.96,12,3.0303030303030303,T12,0.04,global,1,0,0,1.0,1.0,1.0,34.5000000000002,34.5000000000002,34.5000000000002
TEST,test_standard_rock_001006_117bpm,standard_rock,3.96,12,3.0303030303030303,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001006_117bpm,standard_rock,3.96,12,3.0303030303030303,T16,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_standard_rock_001007_106bpm,standard_rock,4.19,12,2.863961813842482,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,7.88899999999996,10.000000000000009,12.9335999999999
TEST,test_standard_rock_001007_106bpm,standard_rock,4.19,12,2.863961813842482,SD,0.04,global,2,1,3,0.6666666666666666,0.4,0.5,8.874999999999966,8.874999999999966,15.44139999999996
TEST,test_standard_rock_001007_106bpm,standard_rock,4.19,12,2.863961813842482,T12,0.04,global,1,0,0,1.0,1.0,1.0,8.583000000000007,8.583000000000007,8.583000000000007
TEST,test_standard_rock_001007_106bpm,standard_rock,4.19,12,2.863961813842482,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001007_106bpm,standard_rock,4.19,12,2.863961813842482,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001019_129bpm,standard_rock,3.84,12,3.125,KD,0.04,global,3,5,1,0.375,0.75,0.5,8.805333333333332,6.5830000000000055,17.182999999999996
TEST,test_standard_rock_001019_129bpm,standard_rock,3.84,12,3.125,SD,0.04,global,2,2,2,0.5,0.5,0.5,23.832999999999995,23.832999999999995,33.43300000000001
TEST,test_standard_rock_001019_129bpm,standard_rock,3.84,12,3.125,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001019_129bpm,standard_rock,3.84,12,3.125,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001019_129bpm,standard_rock,3.84,12,3.125,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,34.49999999999997,34.49999999999997,34.49999999999997
TEST,test_standard_rock_001020_113bpm,standard_rock,4.04,10,2.4752475247524752,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,19.416666666666664,23.249999999999993,31.9836
TEST,test_standard_rock_001020_113bpm,standard_rock,4.04,10,2.4752475247524752,SD,0.04,global,2,2,1,0.5,0.6666666666666666,0.5714285714285715,9.79150000000001,9.79150000000001,9.958300000000008
TEST,test_standard_rock_001020_113bpm,standard_rock,4.04,10,2.4752475247524752,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001020_113bpm,standard_rock,4.04,10,2.4752475247524752,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,2.083000000000057,2.083000000000057,2.083000000000057
TEST,test_standard_rock_001020_113bpm,standard_rock,4.04,10,2.4752475247524752,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001021_132bpm,standard_rock,3.56,11,3.089887640449438,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,19.916500000000003,19.916500000000003,35.849700000000006
TEST,test_standard_rock_001021_132bpm,standard_rock,3.56,11,3.089887640449438,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,15.000000000000014,15.000000000000014,25.2664
TEST,test_standard_rock_001021_132bpm,standard_rock,3.56,11,3.089887640449438,T12,0.04,global,1,0,0,1.0,1.0,1.0,11.750000000000039,11.750000000000039,11.750000000000039
TEST,test_standard_rock_001021_132bpm,standard_rock,3.56,11,3.089887640449438,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001021_132bpm,standard_rock,3.56,11,3.089887640449438,T16,0.04,global,1,0,0,1.0,1.0,1.0,10.833000000000093,10.833000000000093,10.833000000000093
TEST,test_standard_rock_001027_131bpm,standard_rock,3.69,11,2.981029810298103,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,20.22233333333324,7.416999999999785,43.549799999999905
TEST,test_standard_rock_001027_131bpm,standard_rock,3.69,11,2.981029810298103,SD,0.04,global,3,1,1,0.75,0.75,0.75,28.694333333333287,24.332999999999938,48.6666
TEST,test_standard_rock_001027_131bpm,standard_rock,3.69,11,2.981029810298103,T12,0.04,global,1,0,0,1.0,1.0,1.0,10.666999999999982,10.666999999999982,10.666999999999982
TEST,test_standard_rock_001027_131bpm,standard_rock,3.69,11,2.981029810298103,T14,0.04,global,1,0,0,1.0,1.0,1.0,6.832999999999867,6.832999999999867,6.832999999999867
TEST,test_standard_rock_001027_131bpm,standard_rock,3.69,11,2.981029810298103,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001035_135bpm,standard_rock,3.64,10,2.7472527472527473,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,7.208250000000039,7.541500000000003,9.607999999999986
TEST,test_standard_rock_001035_135bpm,standard_rock,3.64,10,2.7472527472527473,SD,0.04,global,2,0,1,1.0,0.6666666666666666,0.8,9.958500000000093,9.958500000000093,13.591700000000163
TEST,test_standard_rock_001035_135bpm,standard_rock,3.64,10,2.7472527472527473,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001035_135bpm,standard_rock,3.64,10,2.7472527472527473,T14,0.04,global,1,0,0,1.0,1.0,1.0,16.50000000000018,16.50000000000018,16.50000000000018
TEST,test_standard_rock_001035_135bpm,standard_rock,3.64,10,2.7472527472527473,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001036_132bpm,standard_rock,3.68,12,3.260869565217391,KD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,20.58349999999999,20.58349999999999,36.050299999999986
TEST,test_standard_rock_001036_132bpm,standard_rock,3.68,12,3.260869565217391,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,20.333499999999894,20.333499999999894,27.400299999999934
TEST,test_standard_rock_001036_132bpm,standard_rock,3.68,12,3.260869565217391,T12,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,37.49999999999998,37.49999999999998,37.49999999999998
TEST,test_standard_rock_001036_132bpm,standard_rock,3.68,12,3.260869565217391,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,12.166999999999817,12.166999999999817,12.166999999999817
TEST,test_standard_rock_001036_132bpm,standard_rock,3.68,12,3.260869565217391,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001038_121bpm,standard_rock,3.97,11,2.7707808564231735,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,8.499999999999952,6.832999999999978,15.500199999999898
TEST,test_standard_rock_001038_121bpm,standard_rock,3.97,11,2.7707808564231735,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,10.83299999999998,10.83299999999998,10.83299999999998
TEST,test_standard_rock_001038_121bpm,standard_rock,3.97,11,2.7707808564231735,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.8329999999999753,3.8329999999999753,3.8329999999999753
TEST,test_standard_rock_001038_121bpm,standard_rock,3.97,11,2.7707808564231735,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001038_121bpm,standard_rock,3.97,11,2.7707808564231735,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001039_118bpm,standard_rock,4.01,12,2.9925187032418954,KD,0.04,global,2,2,2,0.5,0.5,0.5,5.166500000000019,5.166500000000019,9.299700000000033
TEST,test_standard_rock_001039_118bpm,standard_rock,4.01,12,2.9925187032418954,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,12.083000000000066,12.083000000000066,12.083000000000066
TEST,test_standard_rock_001039_118bpm,standard_rock,4.01,12,2.9925187032418954,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001039_118bpm,standard_rock,4.01,12,2.9925187032418954,T14,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,8.917000000000064,8.917000000000064,8.917000000000064
TEST,test_standard_rock_001039_118bpm,standard_rock,4.01,12,2.9925187032418954,T16,0.04,global,1,1,1,0.5,0.5,0.5,51.91699999999999,51.91699999999999,51.91699999999999
TEST,test_standard_rock_001042_138bpm,standard_rock,3.72,11,2.956989247311828,KD,0.04,global,3,5,1,0.375,0.75,0.5,17.388999999999985,17.49999999999996,31.233599999999996
TEST,test_standard_rock_001042_138bpm,standard_rock,3.72,11,2.956989247311828,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,0.0,0.0,0.0
TEST,test_standard_rock_001042_138bpm,standard_rock,3.72,11,2.956989247311828,T12,0.04,global,1,0,0,1.0,1.0,1.0,37.0830000000002,37.0830000000002,37.0830000000002
TEST,test_standard_rock_001042_138bpm,standard_rock,3.72,11,2.956989247311828,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001042_138bpm,standard_rock,3.72,11,2.956989247311828,T16,0.04,global,1,0,0,1.0,1.0,1.0,22.666999999999994,22.666999999999994,22.666999999999994
TEST,test_standard_rock_001043_118bpm,standard_rock,3.75,12,3.2,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,1.3334999999999875,1.3334999999999875,2.4002999999999775
TEST,test_standard_rock_001043_118bpm,standard_rock,3.75,12,3.2,SD,0.04,global,3,1,2,0.75,0.6,0.6666666666666665,7.222333333333256,7.916999999999952,9.316999999999975
TEST,test_standard_rock_001043_118bpm,standard_rock,3.75,12,3.2,T12,0.04,global,1,0,0,1.0,1.0,1.0,5.166999999999922,5.166999999999922,5.166999999999922
TEST,test_standard_rock_001043_118bpm,standard_rock,3.75,12,3.2,T14,0.04,global,1,0,0,1.0,1.0,1.0,3.4170000000000034,3.4170000000000034,3.4170000000000034
TEST,test_standard_rock_001043_118bpm,standard_rock,3.75,12,3.2,T16,0.04,global,1,0,0,1.0,1.0,1.0,8.83300000000009,8.83300000000009,8.83300000000009
TEST,test_standard_rock_001046_107bpm,standard_rock,3.94,10,2.5380710659898478,KD,0.04,global,3,1,0,0.75,1.0,0.8571428571428571,9.083333333333277,7.582999999999895,16.850199999999926
TEST,test_standard_rock_001046_107bpm,standard_rock,3.94,10,2.5380710659898478,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,36.41700000000003,36.41700000000003,36.41700000000003
TEST,test_standard_rock_001046_107bpm,standard_rock,3.94,10,2.5380710659898478,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001046_107bpm,standard_rock,3.94,10,2.5380710659898478,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001046_107bpm,standard_rock,3.94,10,2.5380710659898478,T16,0.04,global,1,0,0,1.0,1.0,1.0,24.75000000000005,24.75000000000005,24.75000000000005
TEST,test_standard_rock_001047_112bpm,standard_rock,4.11,10,2.4330900243309,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,13.916333333333347,17.832999999999988,22.233000000000036
TEST,test_standard_rock_001047_112bpm,standard_rock,4.11,10,2.4330900243309,SD,0.04,global,3,0,0,1.0,1.0,1.0,20.33333333333328,19.49999999999985,23.766399999999877
TEST,test_standard_rock_001047_112bpm,standard_rock,4.11,10,2.4330900243309,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001047_112bpm,standard_rock,4.11,10,2.4330900243309,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001047_112bpm,standard_rock,4.11,10,2.4330900243309,T16,0.04,global,1,0,0,1.0,1.0,1.0,50.16699999999985,50.16699999999985,50.16699999999985
TEST,test_standard_rock_001049_119bpm,standard_rock,3.62,12,3.314917127071823,KD,0.04,global,3,1,1,0.75,0.75,0.75,31.50000000000001,40.332999999999956,51.40020000000005
TEST,test_standard_rock_001049_119bpm,standard_rock,3.62,12,3.314917127071823,SD,0.04,global,1,4,4,0.2,0.2,0.20000000000000004,37.41700000000003,37.41700000000003,37.41700000000003
TEST,test_standard_rock_001049_119bpm,standard_rock,3.62,12,3.314917127071823,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,52.49999999999999,52.49999999999999,52.49999999999999
TEST,test_standard_rock_001049_119bpm,standard_rock,3.62,12,3.314917127071823,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001049_119bpm,standard_rock,3.62,12,3.314917127071823,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001050_130bpm,standard_rock,3.83,12,3.133159268929504,KD,0.04,global,2,5,2,0.2857142857142857,0.5,0.36363636363636365,6.666499999999964,6.666499999999964,11.999699999999935
TEST,test_standard_rock_001050_130bpm,standard_rock,3.83,12,3.133159268929504,SD,0.04,global,1,4,3,0.2,0.25,0.22222222222222224,47.58300000000001,47.58300000000001,47.58300000000001
TEST,test_standard_rock_001050_130bpm,standard_rock,3.83,12,3.133159268929504,T12,0.04,global,0,2,2,0.0,0.0,0.0,,,
TEST,test_standard_rock_001050_130bpm,standard_rock,3.83,12,3.133159268929504,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001050_130bpm,standard_rock,3.83,12,3.133159268929504,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001053_143bpm,standard_rock,3.6,10,2.7777777777777777,KD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,17.30566666666667,19.000000000000018,29.933600000000006
TEST,test_standard_rock_001053_143bpm,standard_rock,3.6,10,2.7777777777777777,SD,0.04,global,3,1,1,0.75,0.75,0.75,26.36133333333333,28.917000000000026,29.78340000000003
TEST,test_standard_rock_001053_143bpm,standard_rock,3.6,10,2.7777777777777777,T12,0.04,global,1,0,0,1.0,1.0,1.0,32.00000000000003,32.00000000000003,32.00000000000003
TEST,test_standard_rock_001053_143bpm,standard_rock,3.6,10,2.7777777777777777,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001053_143bpm,standard_rock,3.6,10,2.7777777777777777,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001055_103bpm,standard_rock,4.17,12,2.8776978417266186,KD,0.04,global,1,5,3,0.16666666666666666,0.25,0.2,35.08299999999976,35.08299999999976,35.08299999999976
TEST,test_standard_rock_001055_103bpm,standard_rock,4.17,12,2.8776978417266186,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,0.9169999999999999,0.9169999999999999,0.9169999999999999
TEST,test_standard_rock_001055_103bpm,standard_rock,4.17,12,2.8776978417266186,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.0000000000001137,3.0000000000001137,3.0000000000001137
TEST,test_standard_rock_001055_103bpm,standard_rock,4.17,12,2.8776978417266186,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001055_103bpm,standard_rock,4.17,12,2.8776978417266186,T16,0.04,global,2,0,0,1.0,1.0,1.0,9.041500000000147,9.041500000000147,15.87470000000013
TEST,test_standard_rock_001056_131bpm,standard_rock,3.57,11,3.081232492997199,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,7.444333333333284,9.66699999999987,11.39979999999996
TEST,test_standard_rock_001056_131bpm,standard_rock,3.57,11,3.081232492997199,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,7.499999999999979,7.499999999999979,10.899999999999938
TEST,test_standard_rock_001056_131bpm,standard_rock,3.57,11,3.081232492997199,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,7.832999999999979,7.832999999999979,7.832999999999979
TEST,test_standard_rock_001056_131bpm,standard_rock,3.57,11,3.081232492997199,T14,0.04,global,1,0,0,1.0,1.0,1.0,7.0829999999999504,7.0829999999999504,7.0829999999999504
TEST,test_standard_rock_001056_131bpm,standard_rock,3.57,11,3.081232492997199,T16,0.04,global,1,0,0,1.0,1.0,1.0,15.082999999999958,15.082999999999958,15.082999999999958
TEST,test_standard_rock_001057_113bpm,standard_rock,4.09,12,2.93398533007335,KD,0.04,global,4,4,1,0.5,0.8,0.6153846153846154,22.99999999999991,19.374999999999922,44.349899999999835
TEST,test_standard_rock_001057_113bpm,standard_rock,4.09,12,2.93398533007335,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,22.749999999999993,22.749999999999993,22.749999999999993
TEST,test_standard_rock_001057_113bpm,standard_rock,4.09,12,2.93398533007335,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001057_113bpm,standard_rock,4.09,12,2.93398533007335,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,11.832999999999982,11.832999999999982,11.832999999999982
TEST,test_standard_rock_001057_113bpm,standard_rock,4.09,12,2.93398533007335,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001061_141bpm,standard_rock,3.57,10,2.801120448179272,KD,0.04,global,3,1,1,0.75,0.75,0.75,5.583333333333329,4.332999999999975,10.800200000000006
TEST,test_standard_rock_001061_141bpm,standard_rock,3.57,10,2.801120448179272,SD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,4.361333333333347,2.917000000000003,8.71700000000003
TEST,test_standard_rock_001061_141bpm,standard_rock,3.57,10,2.801120448179272,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.750000000000031,3.750000000000031,3.750000000000031
TEST,test_standard_rock_001061_141bpm,standard_rock,3.57,10,2.801120448179272,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001061_141bpm,standard_rock,3.57,10,2.801120448179272,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001062_142bpm,standard_rock,3.6,12,3.333333333333333,KD,0.04,global,3,3,1,0.5,0.75,0.6,22.444333333333287,32.999999999999915,33.59999999999994
TEST,test_standard_rock_001062_142bpm,standard_rock,3.6,12,3.333333333333333,SD,0.04,global,1,4,4,0.2,0.2,0.20000000000000004,7.417000000000007,7.417000000000007,7.417000000000007
TEST,test_standard_rock_001062_142bpm,standard_rock,3.6,12,3.333333333333333,T12,0.04,global,1,0,0,1.0,1.0,1.0,33.91699999999997,33.91699999999997,33.91699999999997
TEST,test_standard_rock_001062_142bpm,standard_rock,3.6,12,3.333333333333333,T14,0.04,global,1,0,0,1.0,1.0,1.0,3.582999999999892,3.582999999999892,3.582999999999892
TEST,test_standard_rock_001062_142bpm,standard_rock,3.6,12,3.333333333333333,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001063_130bpm,standard_rock,3.82,12,3.141361256544503,KD,0.04,global,2,2,2,0.5,0.5,0.5,0.4165,0.4165,0.7497
TEST,test_standard_rock_001063_130bpm,standard_rock,3.82,12,3.141361256544503,SD,0.04,global,3,0,1,1.0,0.75,0.8571428571428571,19.52766666666663,10.999999999999899,39.39999999999997
TEST,test_standard_rock_001063_130bpm,standard_rock,3.82,12,3.141361256544503,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_standard_rock_001063_130bpm,standard_rock,3.82,12,3.141361256544503,T14,0.04,global,1,1,1,0.5,0.5,0.5,14.916999999999847,14.916999999999847,14.916999999999847
